number,contract_name,name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,latitude,longitude
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,15,1,OPEN,1711189490000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,15,1,OPEN,1711189490000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,11,5,OPEN,1711210714000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,11,5,OPEN,1711210714000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,11,5,OPEN,1711210714000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,11,5,OPEN,1711210714000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,11,5,OPEN,1711210714000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,11,5,OPEN,1711210714000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,12,4,OPEN,1711220385000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,12,4,OPEN,1711220385000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,12,4,OPEN,1711220385000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,12,4,OPEN,1711220385000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,12,4,OPEN,1711220385000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,12,4,OPEN,1711220385000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,12,4,OPEN,1711220385000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,12,4,OPEN,1711220385000,46.56294,15.644185
5,maribor,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,11,5,OPEN,1711222201000,46.56294,15.644185
