number,contract_name,name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,latitude,longitude
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,19,1,OPEN,1711189569000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,19,1,OPEN,1711189569000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,17,3,OPEN,1711211000000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,17,3,OPEN,1711211000000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,17,3,OPEN,1711211000000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,17,3,OPEN,1711211000000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,17,3,OPEN,1711211000000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,17,3,OPEN,1711211000000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,20,0,OPEN,1711219844000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,20,0,OPEN,1711219844000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,20,0,OPEN,1711219844000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,20,0,OPEN,1711219844000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,20,0,OPEN,1711219844000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,20,0,OPEN,1711219844000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,20,0,OPEN,1711220450000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,20,0,OPEN,1711220450000,46.560761,15.64053
3,maribor,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,False,False,20,20,0,OPEN,1711222265000,46.560761,15.64053
