number,contract_name,name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,latitude,longitude
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,17,3,OPEN,1711189016000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,17,3,OPEN,1711189621000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,16,4,OPEN,1711210816000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,16,4,OPEN,1711210816000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,16,4,OPEN,1711210816000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,16,4,OPEN,1711210816000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,16,4,OPEN,1711210816000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,16,4,OPEN,1711210816000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,18,2,OPEN,1711219901000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,18,2,OPEN,1711219901000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,18,2,OPEN,1711219901000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,18,2,OPEN,1711219901000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,18,2,OPEN,1711219901000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,18,2,OPEN,1711219901000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,18,2,OPEN,1711219901000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,18,2,OPEN,1711219901000,46.545947,15.644015
23,maribor,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,False,False,20,18,2,OPEN,1711222321000,46.545947,15.644015
