number,contract_name,name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,latitude,longitude
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,21,1,OPEN,1711189488000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,21,1,OPEN,1711189488000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,19,3,OPEN,1711211002000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,19,3,OPEN,1711211002000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,19,3,OPEN,1711211002000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,19,3,OPEN,1711211002000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,19,3,OPEN,1711211002000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,19,3,OPEN,1711211002000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,18,4,OPEN,1711220379000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,18,4,OPEN,1711220379000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,18,4,OPEN,1711220379000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,18,4,OPEN,1711220379000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,18,4,OPEN,1711220379000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,18,4,OPEN,1711220379000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,18,4,OPEN,1711220379000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,18,4,OPEN,1711220379000,46.561422,15.637118
2,maribor,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,18,4,OPEN,1711222193000,46.561422,15.637118
