number,contract_name,name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,latitude,longitude
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,3,17,OPEN,1711188992000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,3,17,OPEN,1711189667000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711210836000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711210836000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711210836000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711210836000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711210836000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711210836000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711220271000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711220271000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711220271000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711220271000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711220271000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711220271000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711220271000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711220271000,46.543986,15.629317
26,maribor,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,False,False,20,8,12,OPEN,1711222500000,46.543986,15.629317
