number,contract_name,name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,latitude,longitude
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,8,12,OPEN,1711189513000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,8,12,OPEN,1711189513000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,18,2,OPEN,1711210750000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,18,2,OPEN,1711210750000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,18,2,OPEN,1711210750000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,18,2,OPEN,1711210750000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,18,2,OPEN,1711210750000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,18,2,OPEN,1711210750000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,14,6,OPEN,1711219846000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,14,6,OPEN,1711219846000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,14,6,OPEN,1711219846000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,14,6,OPEN,1711219846000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,14,6,OPEN,1711219846000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,14,6,OPEN,1711219846000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,14,6,OPEN,1711220452000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,14,6,OPEN,1711220452000,46.558498,15.64146
4,maribor,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,False,False,20,14,6,OPEN,1711222269000,46.558498,15.64146
