available_bike_stands
6
6
7
9
19
14
18
14
8
11
12
18
18
19
19
19
20
20
20
15
1
1
1
1
4
1
11
19
16
13
19
12
13
11
16
15
17
17
17
17
18
19
18
16
14
9
10
14
13
19
19
17
16
10
2
0
3
3
8
11
15
16
18
18
18
18
19
19
19
19
20
20
20
17
19
11
8
7
7
6
7
9
10
11
12
9
11
19
4
5
5
5
6
7
8
7
2
3
6
14
14
20
20
10
16
14
14
20
20
15
15
15
15
15
16
14
6
2
1
0
1
1
1
1
6
3
4
6
5
5
2
2
3
2
2
2
2
2
2
1
0
9
7
4
7
11
20
18
16
17
17
17
20
20
20
20
20
20
20
20
20
15
15
13
5
2
15
13
13
13
11
6
12
15
15
17
18
18
19
20
20
20
20
20
15
12
11
11
14
17
17
20
18
15
10
10
10
7
3
10
7
8
10
10
10
10
10
9
8
5
0
0
3
3
2
0
5
3
6
3
0
1
2
8
10
11
13
13
13
13
13
17
19
18
20
18
20
18
15
