available_bike_stands
14
14
14
9
0
9
16
16
17
16
14
14
14
12
12
12
12
12
8
15
20
19
19
18
18
17
14
2
4
5
14
8
7
8
8
8
10
10
10
10
10
11
14
19
17
20
15
4
2
0
6
9
2
7
2
1
0
4
1
0
1
1
1
1
1
3
0
0
0
0
0
1
1
5
12
7
3
5
14
13
13
13
13
12
11
9
8
10
18
20
18
19
19
18
19
20
20
17
11
12
5
6
10
12
10
7
10
6
7
7
6
7
7
8
7
12
13
16
18
18
18
17
16
13
14
13
12
10
12
15
12
12
12
12
12
12
12
7
7
12
17
20
18
19
17
3
2
7
10
10
11
13
15
15
15
15
15
15
16
15
17
19
20
20
18
20
18
16
6
8
1
9
8
8
10
10
9
9
10
10
13
13
9
15
18
18
16
18
7
5
3
15
14
5
14
11
8
11
12
10
9
9
7
7
6
2
2
0
2
1
0
1
1
0
0
1
2
3
5
3
14
19
17
19
20
20
18
18
18
15
14
15
11
11
12
17
20
17
18
