available_bike_stands
5
5
4
7
8
8
8
6
7
10
10
9
10
10
10
10
10
10
10
9
9
8
10
10
9
8
6
13
12
8
2
1
1
3
5
5
3
3
3
3
3
3
2
11
11
11
10
9
7
8
5
6
11
13
14
13
10
13
13
16
16
16
16
16
16
15
15
15
7
8
4
6
6
7
7
12
10
9
9
6
13
12
12
12
12
10
9
6
0
0
0
0
0
0
0
8
8
6
11
11
11
16
14
17
19
12
15
14
18
20
20
20
20
20
20
19
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
20
20
20
20
20
20
20
20
17
17
19
19
20
19
19
19
19
19
20
19
19
18
18
18
18
18
18
18
17
17
16
16
18
17
20
18
18
20
19
19
17
17
17
16
17
18
17
17
17
17
17
16
17
17
16
16
17
16
16
15
14
11
12
10
8
8
8
8
8
7
7
8
8
8
8
8
8
7
5
4
8
8
11
11
13
11
11
11
10
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
0
1
2
