available_bike_stands
11
11
11
12
11
10
11
11
10
7
5
4
4
1
1
1
1
1
1
1
4
8
11
11
14
13
14
11
14
15
18
16
13
14
17
17
17
17
17
17
17
17
18
19
19
9
10
11
9
10
10
9
4
4
4
4
8
8
5
5
5
5
4
4
4
4
2
2
1
0
4
3
3
2
5
5
4
3
3
2
3
2
2
3
3
3
2
4
4
4
4
4
5
9
15
17
12
12
14
13
12
12
9
11
11
10
12
13
13
13
14
15
15
15
15
16
20
20
20
13
11
11
11
11
11
11
12
12
12
12
12
13
13
13
13
13
13
13
13
17
17
19
19
20
20
17
16
14
14
14
14
14
14
15
15
15
15
15
15
15
17
18
10
9
9
10
9
8
8
8
8
8
8
7
7
7
6
6
6
6
6
6
6
6
9
9
10
9
9
10
10
9
11
7
10
8
6
6
6
6
6
6
5
5
5
4
3
3
3
1
2
4
4
3
1
2
6
7
8
8
8
8
8
8
12
12
12
12
12
12
12
13
7
7
7
8
9
9
12
