available_bike_stands
7
7
4
8
5
1
12
11
14
14
8
6
6
7
7
7
8
8
4
5
7
10
12
14
11
13
8
8
0
4
14
14
15
14
14
12
13
13
13
13
13
9
11
14
15
14
14
14
14
6
5
1
10
11
9
9
8
5
4
3
3
3
3
4
2
2
2
3
2
3
4
2
3
4
5
6
6
5
1
1
0
0
0
0
1
6
9
9
0
0
0
1
2
3
4
8
8
7
6
4
8
2
11
9
8
9
6
8
8
7
7
7
6
6
4
7
13
14
14
14
14
13
13
13
13
13
11
10
10
11
12
13
13
13
13
13
13
10
9
12
13
14
14
14
13
10
5
9
7
5
6
6
6
6
5
3
3
3
3
0
3
6
7
6
7
14
13
13
15
15
18
15
15
14
13
14
13
12
10
10
10
10
7
8
8
8
7
7
5
5
0
0
1
2
0
3
4
4
12
13
12
11
10
9
8
8
8
8
8
8
8
8
8
11
12
13
14
13
12
12
10
10
10
9
9
9
9
9
9
9
10
10
10
10
10
8
9
11
10
