available_bike_stands
12
12
10
8
4
4
4
11
9
4
1
6
4
2
2
2
0
0
0
4
1
8
9
11
13
17
17
20
18
20
13
14
20
15
10
13
13
13
13
13
12
12
10
10
15
15
17
16
19
10
7
11
18
15
18
19
20
16
15
15
15
15
8
7
3
3
0
0
0
0
0
2
2
9
9
1
0
0
5
9
6
5
1
1
2
0
4
2
19
20
20
18
19
17
19
20
18
19
19
18
19
19
19
17
11
11
10
10
8
8
6
6
6
7
6
8
14
18
19
19
19
19
19
19
20
20
19
17
19
16
17
16
15
15
14
12
13
13
12
11
15
11
12
12
8
11
7
7
11
12
9
6
9
8
8
10
11
11
12
11
14
10
13
10
12
11
16
13
13
18
18
15
15
15
13
15
17
17
17
17
17
18
18
20
16
19
19
18
19
17
15
9
9
8
7
7
9
9
9
10
9
8
6
6
5
4
4
2
2
2
2
8
5
2
0
0
0
1
2
0
1
0
1
3
4
6
5
4
4
5
5
6
13
16
16
15
15
18
19
