available_bike_stands
20
19
20
20
18
12
17
19
11
18
18
20
19
18
18
18
18
18
18
16
15
13
11
19
20
13
15
19
20
20
14
16
20
19
15
14
14
12
12
12
12
11
2
3
3
7
6
8
9
15
19
10
8
7
3
17
15
18
18
18
19
20
20
19
20
19
18
19
16
18
17
20
20
19
20
20
18
19
15
15
19
19
20
20
18
19
15
20
15
14
17
18
19
15
6
7
5
20
20
13
20
14
19
20
15
14
19
18
20
20
20
20
20
20
20
13
2
2
2
6
6
9
7
8
11
12
12
13
14
14
15
16
16
16
16
17
17
16
10
3
2
7
8
17
15
18
20
19
14
15
17
20
19
20
19
20
20
20
20
19
14
3
5
5
5
10
8
15
18
20
16
14
14
14
14
13
14
13
13
13
14
14
15
14
11
9
7
11
14
14
19
19
8
7
11
12
17
13
2
1
0
2
5
5
8
9
9
8
10
12
13
16
13
15
17
15
15
14
14
16
17
16
19
17
17
17
16
16
17
14
16
16
17
16
16
16
16
16
16
