available_bike_stands
3
5
3
10
14
20
14
15
16
18
19
17
17
18
18
18
19
19
19
12
0
3
0
0
7
6
11
17
20
18
11
18
16
20
16
16
17
17
17
17
18
17
16
8
10
7
4
5
5
9
18
19
18
16
17
18
18
19
19
18
18
18
18
18
18
18
17
18
4
5
1
2
3
5
5
0
2
1
2
1
2
1
1
1
1
0
1
0
7
7
8
7
6
0
4
2
1
3
6
11
4
12
8
14
18
19
18
17
19
19
19
19
19
20
19
14
13
10
8
4
5
3
3
7
8
7
10
9
14
14
13
13
13
13
8
8
9
9
9
2
1
1
3
3
8
7
11
15
14
13
10
8
8
7
8
7
7
7
8
8
5
2
7
9
4
10
9
10
12
18
19
17
17
17
14
13
12
10
10
10
10
10
10
10
6
5
6
5
9
14
18
19
13
14
13
11
15
14
17
17
15
16
15
15
15
15
15
18
18
17
19
17
19
17
17
12
10
11
13
16
16
18
19
18
20
16
16
16
15
15
15
15
15
14
13
15
11
10
10
