available_bike_stands
5
6
8
2
7
20
12
14
15
17
16
17
15
15
15
15
15
14
16
8
2
8
4
0
12
11
12
19
14
19
12
13
18
18
20
20
19
19
19
19
18
20
17
6
15
17
13
12
8
10
12
17
14
11
16
11
0
1
2
2
1
1
1
2
2
1
2
0
0
4
0
0
0
4
0
0
0
0
8
8
8
3
3
3
3
3
1
2
7
6
4
3
3
2
6
4
9
5
5
12
13
20
10
7
4
12
11
11
11
11
10
10
10
10
9
6
8
0
10
10
9
10
10
10
11
14
15
17
17
18
19
19
19
19
19
19
18
18
12
0
4
11
12
3
16
14
13
13
14
15
17
14
15
17
17
16
16
16
15
17
7
5
5
11
9
6
10
10
9
16
20
11
13
12
11
12
13
13
13
12
12
11
12
9
9
6
8
4
3
11
6
7
13
18
18
18
20
15
11
16
18
19
20
20
20
20
20
20
19
18
14
15
17
17
16
18
16
17
20
17
19
17
15
15
15
15
15
15
14
14
13
13
12
14
15
15
12
12
18
