available_bike_stands
15
16
10
9
13
12
6
5
4
10
7
8
8
11
11
11
12
12
12
12
17
16
18
19
20
18
18
18
15
13
15
18
16
10
4
4
4
4
4
4
4
6
6
4
8
12
12
13
20
19
20
17
18
15
13
17
19
17
18
20
20
19
19
19
18
19
20
20
17
15
15
14
16
18
18
18
17
16
15
13
14
13
12
11
12
16
17
13
10
9
11
12
10
15
19
15
11
4
2
11
12
9
0
14
15
18
15
17
17
18
17
17
17
17
18
17
18
10
10
11
10
10
12
11
12
12
9
10
10
10
14
15
15
15
15
18
18
19
20
20
19
11
17
20
19
15
11
8
13
12
14
17
17
17
17
17
17
17
17
18
9
19
11
10
15
13
19
14
13
8
8
11
11
5
8
10
14
14
14
14
14
13
14
11
14
16
16
16
17
20
12
9
9
12
13
14
11
11
13
14
13
13
12
12
12
11
10
10
11
11
11
14
12
11
11
14
17
19
14
15
15
12
12
12
9
10
10
10
10
10
10
10
9
9
10
7
8
9
7
