available_bike_stands
20
18
20
18
18
20
10
17
18
18
19
15
16
13
13
13
12
10
10
15
19
9
20
12
12
16
18
17
20
17
19
12
5
5
4
2
3
3
3
3
1
0
0
8
5
1
4
5
19
17
17
8
13
17
19
15
17
13
14
11
6
7
8
8
9
9
11
12
16
15
19
20
20
19
15
18
20
19
20
19
20
20
20
20
19
20
19
20
16
15
13
14
15
19
19
12
16
20
15
15
20
14
17
19
16
14
16
12
10
8
8
9
9
7
11
12
18
17
19
19
20
20
20
19
19
19
20
20
19
18
16
17
17
16
17
17
15
15
16
17
16
16
17
18
19
20
12
11
16
18
16
16
14
15
15
13
14
13
11
11
15
20
16
16
16
19
18
13
14
16
20
11
9
7
8
6
7
8
9
9
9
9
10
10
10
10
7
7
11
15
20
20
19
19
17
10
4
2
3
0
1
7
7
8
10
16
19
19
19
19
19
18
18
18
15
15
17
17
18
15
15
17
15
15
15
14
14
14
14
13
13
15
15
17
15
15
16
19
19
