available_bike_stands
11
12
19
19
18
15
18
17
14
12
13
11
9
9
9
9
9
10
11
16
10
12
12
14
20
11
16
9
12
16
15
13
12
10
10
7
7
7
7
7
8
10
15
19
5
8
7
5
7
9
5
10
7
6
8
7
7
6
4
4
4
5
5
5
6
6
5
7
16
19
20
19
19
15
17
15
15
17
17
15
12
11
11
11
11
13
16
15
16
15
16
18
20
13
17
11
13
17
16
18
14
8
20
13
12
11
12
4
5
4
4
3
4
5
6
10
17
8
9
8
8
8
10
11
10
9
4
5
5
5
4
4
4
3
3
3
4
6
12
16
20
20
11
13
12
8
4
6
1
1
2
2
2
0
0
0
0
0
1
4
11
9
10
8
17
11
15
16
13
9
11
10
11
11
10
8
9
10
10
10
11
11
12
18
15
19
18
18
16
18
16
13
15
14
12
11
12
10
8
6
6
6
8
9
9
9
10
12
12
19
19
20
19
19
15
19
17
19
17
17
17
14
13
13
13
13
12
12
12
12
12
11
11
11
14
14
12
12
14
