available_bike_stands
4
5
2
0
14
18
11
5
7
6
6
8
6
3
3
3
3
4
7
19
16
14
20
16
15
0
13
15
16
11
10
19
7
0
6
7
6
5
5
5
6
8
9
17
16
17
19
20
20
18
18
17
20
18
18
19
20
16
17
15
13
13
13
13
15
20
20
20
20
19
19
20
14
18
20
20
17
16
17
16
18
17
17
17
13
14
20
15
0
0
2
5
10
19
13
1
6
7
0
2
6
12
7
9
7
7
7
3
3
1
0
0
0
0
1
11
19
6
4
5
5
6
1
1
1
2
3
0
2
4
5
5
3
4
2
3
3
5
10
20
17
13
13
17
11
6
10
2
12
12
14
13
8
1
4
4
2
3
4
6
14
16
11
14
10
13
10
5
0
11
13
11
10
9
8
3
5
4
5
3
2
4
4
11
15
19
14
14
16
19
18
16
18
11
12
14
10
17
14
17
16
14
12
11
11
11
12
12
11
19
20
20
19
19
19
17
11
14
14
19
17
16
15
15
13
9
9
8
7
7
8
8
8
6
8
7
9
8
8
