available_bike_stands
2
7
10
6
10
7
15
11
6
8
9
8
12
12
12
12
13
13
12
7
14
9
8
0
9
6
7
1
14
17
13
16
16
16
16
18
20
20
20
20
20
18
13
3
14
12
13
10
6
11
5
19
9
4
12
12
0
0
2
2
3
3
3
3
2
2
0
0
0
2
2
0
1
1
1
0
1
2
1
2
4
3
0
0
0
0
0
1
13
13
14
12
6
2
7
5
6
6
10
20
20
18
19
16
11
9
7
7
6
8
6
6
6
7
4
0
6
8
5
6
6
5
3
4
6
9
11
10
9
8
8
4
4
4
4
2
2
1
0
0
10
7
3
2
13
11
10
10
6
5
1
2
4
5
3
3
3
3
3
1
0
4
9
5
5
7
8
10
12
20
16
18
20
19
19
18
18
17
17
17
17
17
15
12
6
0
6
8
1
1
2
6
8
8
9
5
6
8
10
10
12
11
11
11
11
10
10
9
7
6
6
3
6
5
0
0
2
0
1
2
2
1
3
3
3
3
4
4
4
4
3
3
2
0
2
0
3
1
2
