available_bike_stands
15
15
13
19
13
10
16
16
14
11
12
8
5
3
3
3
3
3
3
6
19
15
19
20
18
17
19
20
14
5
0
7
9
9
6
0
0
0
0
0
0
0
4
6
8
10
13
10
19
20
19
20
4
5
9
19
20
11
12
12
12
11
11
11
16
16
20
20
20
19
20
20
19
17
17
18
18
14
9
8
3
4
4
4
5
7
9
12
9
2
2
3
4
13
19
19
20
16
15
13
16
10
4
1
10
9
6
4
5
5
5
5
5
5
5
6
10
16
8
9
10
10
11
11
11
9
11
11
13
11
13
12
12
12
12
11
9
9
10
14
17
19
20
12
12
17
18
9
15
9
10
14
9
9
0
0
0
0
0
1
2
12
17
10
14
19
7
8
7
6
10
13
16
15
14
13
11
11
11
11
13
13
13
14
20
13
16
18
20
19
16
15
16
17
16
17
19
17
14
15
16
15
15
17
17
16
17
19
20
19
19
18
19
19
19
20
19
19
20
14
15
9
7
6
2
2
2
2
2
2
3
4
5
5
5
7
10
13
16
