available_bike_stands
6
5
4
5
0
10
4
3
5
5
6
7
8
8
8
8
8
6
7
8
16
15
16
17
14
13
1
0
1
12
16
16
16
13
13
13
14
14
14
14
14
14
16
18
19
17
18
9
3
10
9
13
12
9
7
7
2
3
1
1
1
0
0
0
1
0
3
3
0
1
0
0
3
5
6
5
2
3
3
3
4
4
4
4
5
8
2
2
20
19
19
17
20
20
20
19
17
18
10
0
12
8
17
19
19
14
15
17
17
11
10
12
16
18
18
19
19
20
20
20
19
19
16
18
15
15
14
12
9
10
11
11
12
12
12
11
13
13
13
10
10
11
12
10
3
7
2
12
6
4
4
4
4
5
2
1
1
3
3
4
2
1
1
17
15
15
13
7
6
12
12
11
9
8
8
8
9
9
9
9
9
8
10
9
16
15
16
13
8
1
11
2
11
6
4
7
2
1
1
1
3
3
4
0
0
1
1
1
1
3
3
3
2
2
0
0
1
0
0
0
3
7
9
9
9
7
11
11
10
10
9
9
9
8
7
7
10
10
10
